Acelerometroy;Acelerometroz;Giroscopiox;Giroscopioy;Giroscopioz;Magnetometrox;Magnetometroy;Magnetometroz;Actividades
7559293;57750273;-0.010079277;-0.010690142;0.0290161;23.34;-14.58;-31199999;Sitting
75456724;5802268;-0.010995574;0.001221731;0.023518313;23.34;-14.58;-31199999;Sitting
7504812;5706926;-0.003054326;0.001527163;0.026267206;23279999;-14639999;-31.26;Sitting
76137743;56660647;0.00580322;0.001221731;0.022296581;23.16;-14.82;-31.38;Sitting
7600154;5761407;0.009468411;0.004581489;0.016798794;23.16;-14.88;-31439999;Sitting
7600154;57750273;0.017715093;-0.004276057;0.030543262;23.22;-14.88;-31.5;Sitting
76137743;5761407;0.019547688;-0.017104227;0.03023783;23.16;-15.12;-31619999;Sitting
76273947;5911231;0.001527163;-0.018020526;0.052839845;23279999;-15.12;-31.56;Sitting
74911914;6074675;-0.06994407;-0.029321533;0.106901415;23.34;-15.12;-31.5;Sitting
743671;61291566;-0.11362094;-0.026572637;0.15424347;23.1;-15.42;-31679998;Sitting
74503303;6006573;-0.13927728;0.008857546;0.22479841;23.1;-15.54;-31679998;Sitting
7477571;6033814;-0.15668693;0.022907447;0.3032946;23.16;-15599999;-31.5;Sitting
75456724;5911231;-0.1957823;0.019547688;0.37048978;23.22;-15299999;-31.5;Sitting
75320525;6006573;-0.21960606;0.03481932;0.42332962;23039999;-15299999;-31439999;Sitting
7504812;6006573;-0.21471913;0.06627888;0.4474588;22.92;-15179999;-31.32;Sitting
74230895;60474343;-0.20677789;0.10567969;0.44501534;22.8;-15.24;-31.38;Sitting
74230895;6006573;-0.19303341;0.14172074;0.4288274;22619999;-15299999;-31.38;Sitting
73549876;60882955;-0.15851954;0.16157386;0.37751472;22.56;-15.42;-31679998;Sitting
7246025;5911231;-0.13775012;0.15607607;0.34391713;22.5;-15.42;-31679998;Sitting
72324047;587037;-0.10781772;0.1386664;0.29749137;22.38;-15.36;-31.5;Sitting
71915436;58158884;-0.0693332;0.11911872;0.2434298;21.84;-15.48;-31.56;Sitting
71506824;5761407;-0.032375857;0.087659165;0.18661933;21.42;-15599999;-31.56;Sitting
72187843;58158884;0.002443461;0.05131268;0.1301143;21;-16.02;-31.56;Sitting
72596455;59248514;0.037873644;0.015271631;0.07880162;20.58;-16199999;-31.8;Sitting
72324047;5938472;0.060170226;-0.015577064;0.03023783;20.46;-16.38;-31.74;Sitting
71915436;60474343;0.07391469;-0.05222898;-0.006719518;20.34;-16199999;-31.5;Sitting
73141265;60474343;0.09285152;-0.093462385;-0.043066;19.98;-16199999;-31.26;Sitting
73549876;60882955;0.111177474;-0.11178834;-0.038789943;19859999;-16.26;-31199999;Sitting
7327747;6074675;0.1160644;-0.118202426;-0.02687807;19.68;-16.08;-31.38;Sitting
7246025;6033814;0.12858713;-0.09712757;-0.007635816;19.74;-16.02;-31.32;Sitting
7177923;6115536;0.12217305;-0.09010262;0.023518313;19619999;-16199999;-31.38;Sitting
72187843;60610547;0.11026118;-0.06352998;0.06505715;19.68;-16.08;-31.5;Sitting
73141265;5992953;0.08460484;-0.024740042;0.110872045;19.8;-16.08;-31.38;Sitting
7327747;61563973;0.065973446;0.002138028;0.14172074;19.98;-15.9;-31.32;Sitting
7368608;6183638;0.038789943;0.059253927;0.18020524;20039999;-16.08;-31.5;Sitting
7286886;63334618;0.001527163;0.08399397;0.19853121;20.22;-16199999;-31619999;Sitting
7273266;63334618;-0.04337143;0.11789699;0.24831672;20279999;-16.5;-31.92;Sitting
72324047;6183638;-0.08002335;0.1337795;0.2782491;20279999;-16.68;-31859999;Sitting
7273266;6183638;-0.10567969;0.16493362;0.3036;20279999;-16.8;-31859999;Sitting
7137062;6197258;-0.12156218;0.1872302;0.33536503;20.22;-16.8;-31.92;Sitting
7000859;62789803;-0.14202617;0.21502456;0.35827246;20.22;-16.98;-31.92;Sitting
69599977;64151835;-0.1731803;0.23335053;0.3894266;20039999;-17.22;-31859999;Sitting
69463773;64151835;-0.2003638;0.2489276;0.419359;19.92;-17.1;-31.92;Sitting
69599977;6374323;-0.21655174;0.27214047;0.44440445;19.92;-17.22;-31.92;Sitting
70280995;63198414;-0.23823744;0.2782491;0.4560109;19.56;-17.4;-32.04;Sitting
7014479;63334618;-0.24037547;0.27550024;0.44715336;19.32;-17.46;-31.92;Sitting
69872384;62108784;-0.23335053;0.25870144;0.43035457;19.02;-17.34;-31.74;Sitting
6851035;62517395;-0.22021692;0.26816985;0.4083634;18.66;-17279999;-31.8;Sitting
67556925;62789803;-0.21533;0.24831672;0.3747658;18.3;-17.46;-31.74;Sitting
67148314;63198414;-0.19914207;0.2321288;0.34116822;18.06;-17.46;-31.74;Sitting
67148314;6347082;-0.1777618;0.2098322;0.312763;17.82;-17.4;-31.74;Sitting
66331096;63198414;-0.15577064;0.18112154;0.27122417;17.34;-17.4;-31.8;Sitting
65922484;62926006;-0.119729586;0.14874569;0.22449298;17.1;-17.52;-31.8;Sitting
66331096;62926006;-0.069027774;0.11759156;0.17654006;16.5;-17.22;-31859999;Sitting
667397;6197258;-0.03604105;0.08582657;0.13103059;16.02;-17.16;-31.98;Sitting
7981524;41814466;-0.45234573;-0.31306845;-0.45723262;15.48;-49.62;-0.53999996;Standing
79679036;4344891;-0.45173484;-0.2996294;-0.50732356;15719999;-49.5;-0.78;Standing
79270425;4195067;-0.41996986;-0.23426682;-0.5412266;15.9;-49379997;-10799999;Standing
7763598;4235928;-0.45173484;-0.2843578;-0.57757306;16.44;-49079998;-1.5;Standing
78180795;4508335;-0.47158796;-0.3295618;-0.5907067;16.74;-49.14;-1.74;Standing
7600154;47943625;-0.49571714;-0.4361578;-0.61666846;16.98;-49.02;-19799999;Standing
73549876;48897047;-0.46639562;-0.45906523;-0.6291912;17.76;-48539997;-2.76;Standing
7246025;4739881;-0.44165558;-0.43676865;-0.6203337;18.66;-48.3;-3.6;Standing
7273266;4780742;-0.3921755;-0.25625798;-0.59864795;19199999;-48.18;-3.84;Standing
7164303;4807983;-0.34697145;-0.19028452;-0.60048056;19.68;-48.18;-4.14;Standing
71234417;469902;-0.28527406;-0.18875736;-0.58032197;20.16;-48059998;-4.56;Standing
71915436;4739881;-0.2724459;-0.22357668;-0.5317582;20.64;-47879997;-48599997;Standing
70689607;5012288;-0.29443705;-0.2968805;-0.49877146;21359999;-47.52;-5.7;Standing
69191365;5039529;-0.30207285;-0.25717425;-0.464563;21779999;-47.34;-6.06;Standing
69191365;50803895;-0.2678644;-0.19547687;-0.44226643;22.14;-47219997;-62999997;Standing
70689607;50803895;-0.21319197;-0.0720821;-0.38728857;22.92;-46.92;-67799997;Standing
70280995;50803895;-0.19242255;-0.063224554;-0.36041048;23.4;-46.62;-7.02;Standing
69599977;51212506;-0.13775012;-0.0983493;-0.29046643;23.76;-46559998;-73199997;Standing
6851035;5284695;-0.1020145;-0.15974127;-0.23793201;24119999;-46.14;-7.68;Standing
67965536;53119354;-0.086437434;-0.22388211;-0.1777618;24359999;-45.84;-8.04;Standing
6769313;53119354;-0.07238753;-0.21746802;-0.12339478;24539999;-45719997;-8.34;Standing
6701211;53527966;-0.054061573;-0.15210545;-0.08032878;24.9;-45239998;-8.88;Standing
667397;5134871;0.04184427;-0.05467244;-0.04428773;25.14;-45.12;-9059999;Standing
6374323;4971427;0.09743301;-0.05100725;-0.02443461;25.68;-45;-9.42;Standing
64832854;48352237;0.2489276;-0.19914207;0.06383542;25.98;-44.94;-9.54;Standing
6742072;48216033;0.2764165;-0.21899518;0.15454891;26039999;-44.82;-9.66;Standing
6891896;5802268;0.22968534;-0.18570304;0.21410827;25.98;-44.7;-9.9;Standing
6891896;6142777;0.1994475;-0.13988814;0.24648413;26039999;-44.64;-9.96;Standing
69872384;64832854;0.1704314;-0.090713486;0.29535335;26099998;-44579998;-100199995;Standing
71506824;64015636;0.12217305;-0.05009095;0.33108896;26.16;-44579998;-9.9;Standing
7177923;59248514;0.105068825;0.021380283;0.36163223;25.92;-44.76;-9.84;Standing
704172;5570722;0.13041973;0.16157386;0.3747658;25.8;-44879997;-9599999;Standing
704172;53119354;0.16554448;0.25900686;0.37965274;25619999;-45.12;-9719999;Standing
68782754;53527966;0.17348573;0.2874121;0.3726278;25439999;-45239998;-9.54;Standing
69872384;53527966;0.18234327;0.28221974;0.37659842;25.14;-45.36;-9.36;Standing
72324047;53119354;0.17928895;0.2968805;0.40469822;24.84;-45.36;-9.3;Standing
73413672;53119354;0.13683382;0.29565877;0.41447207;24.48;-45899998;-9179999;Standing
71234417;5066769;0.15882497;0.26389378;0.44226643;24.24;-45899998;-9059999;Standing
7273266;4944186;0.22571471;0.3231477;0.47678033;24119999;-46379997;-8639999;Standing
8281172;53119354;0.27488935;0.4813618;0.45478916;23.76;-46.5;-8.58;Standing
8117727;55026207;0.2773328;0.44593164;0.27885997;23.4;-46739998;-8.28;Standing
7409469;59248514;0.23273966;0.18478674;0.16737708;23279999;-46.8;-8099999;Standing
69191365;6115536;0.20189096;-0.15607607;0.1432479;23.1;-47039997;-7.98;Standing
6769313;5761407;0.20861048;-0.34116822;0.172264;22859999;-47.34;-78599997;Standing
7504812;509401;0.21563543;-0.28893927;0.17165314;22439999;-47.52;-73199997;Standing
8144968;53119354;0.1863139;-0.11789699;0.18295415;22.26;-47579998;-7.14;Standing
78998017;5965712;0.13041973;0.011301007;0.19058995;21.6;-47.76;-6.6;Standing
78998017;5965712;0.12889257;0.11178834;0.1908954;21.6;-47.76;-6.6;Standing
7600154;60201936;0.10415252;0.20647246;0.17959438;21.48;-47.82;-6.42;Standing
7504812;5611583;0.129198;0.17989981;0.12217305;21.18;-47.94;-62999997;Standing
75320525;51893525;0.15454891;0.14446963;0.10995574;21;-48;-6;Standing
77227373;3800077;0.25411993;0.11911872;0.1414153;20.52;-48.12;-58199997;Standing
75456724;3636633;0.36132678;0.4810564;0.06963864;20279999;-48.12;-5.64;Standing
73005066;38273177;0.41416663;0.636827;0.14966199;20.16;-48239998;-5.4;Standing
67284517;39771416;0.5381723;0.56291234;0.28191432;19.92;-48239998;-5.16;Standing
65922484;37455957;0.7247916;0.44012842;0.4447099;19.74;-48.18;-4.68;Standing
704172;36093922;0.8454375;0.44440445;0.6270532;19439999;-48.3;-4.44;Standing
8390134;35821514;0.83108217;0.6780604;0.95111716;19199999;-48.42;-3.78;Standing
860806;40588636;0.786489;0.8072584;0.9825767;18.9;-48.48;-3.48;Standing
83765135;44538536;0.7244862;10671816;0.9645562;18.72;-48539997;-3.12;Standing
8812365;4658159;0.7199047;13396275;0.9282097;18.3;-48719997;-26399999;Standing
10855417;46036777;0.6826419;18032742;0.46975538;17.58;-48719997;-14399999;Standing
1056939;4385752;0.41874814;15027285;0.30482176;17.16;-48.84;-0.84;Standing
10514909;45219555;0.01038471;0.75869465;0.116980694;16.68;-49.02;-0.24;Standing
10378705;44538536;-0.39370266;-0.07880162;-0.077579886;16.02;-49.44;1.02;Standing
10147159;39635212;-0.6927212;-0.4474588;-0.22357668;15719999;-49.68;1.56;Standing
8989429;37319753;-0.816116;-0.3915646;-0.38820487;14.82;-49.86;23999999;Standing
8253931;31871614;-0.7791586;-0.19730948;-0.50488013;145199995;-49.86;2.7;Standing
7995144;29283748;-0.72173727;-0.005192355;-0.5305365;14.4;-49.92;28799999;Standing
822669;22473574;-0.7489208;0.047036625;-0.419359;13.92;-50039997;29399998;Standing
8635301;196133;-0.75319684;0.00580322;-0.36957347;13.92;-50039997;2.82;Standing
8417375;20158114;-0.732122;-0.1142318;-0.17379116;14099999;-50.1;23999999;Standing
8417375;20158114;-0.6927212;-0.099571034;-0.13652839;14099999;-50.1;23999999;Standing
7954283;2465283;-0.5693264;-0.002138028;-0.06780604;14.16;-50219997;1.74;Standing
8117727;23018389;-0.37751472;0.14019357;0.018936822;14.4;-50.16;1.14;Standing
83765135;21792557;-0.07727446;0.49357912;0.2003638;14759999;-50039997;0.29999998;Standing
821307;23426998;0.055283304;0.7174612;0.27885997;14.94;-49.92;-0.17999999;Standing
78861814;2383561;0.18203785;0.82436264;0.2773328;14.94;-49739998;-0.59999996;Standing
78317;22882185;0.31215215;0.8573494;0.21105394;15299999;-49.92;-14399999;Standing
8281172;2233737;0.39522982;0.8753699;0.13500121;15.48;-50039997;-1.68;Standing
8839605;23426998;0.36377025;0.8210029;0.09285152;15.54;-49.98;-1.92;Standing
9139254;26832085;0.2452624;0.64965516;0.105374254;15599999;-50039997;-2.1;Standing
8975809;22473574;0.18051068;0.45540005;0.13316862;15.54;-50.1;-2.04;Standing
8676162;17842655;0.20952678;0.364992;0.14080444;15179999;-50.16;-1.8;Standing
8499097;12803127;0.28893927;0.3848451;0.14813483;15.24;-50.16;-1.74;Standing
8362893;0.8036005;0.4196644;0.48197266;0.172264;15179999;-50039997;-1.56;Standing
8335652;0.7899802;0.38453966;0.64812803;0.27030787;15.12;-50.1;-13199999;Standing
862168;11577295;0.33383787;0.54641896;0.30176744;15059999;-50.1;-11999999;Standing
9030291;1879608;0.3182608;0.24404067;0.30482176;15;-50219997;-0.96;Standing
9152874;21247742;0.321926;-0.14721853;0.27366763;14.88;-50.16;-0.59999996;Standing
9438901;24789033;0.2968805;-0.5910121;0.30665436;14.82;-50219997;-0.12;Standing
10419566;26559677;0.17959438;-0.93279123;0.4089743;14.46;-50.28;0.78;Standing
10310603;30645783;0.13469578;-10882565;0.4709771;14099999;-50.28;10799999;Standing
9697687;32825038;0.17654006;-11386528;0.5015204;13.86;-50.28;1.38;Standing
8567199;33778462;0.1386664;-11462886;0.52320606;13.5;-50219997;1.86;Standing
8117727;33506055;0.005192355;-12055426;0.5412266;13.32;-50.28;19799999;Standing
72187843;35004294;-0.12583824;-12733486;0.51007247;13139999;-50.28;2.22;Standing
72187843;35004294;-0.21410827;-12525792;0.5006041;13139999;-50.28;2.22;Standing
7913422;40180025;-0.22388211;-1110553;0.5543602;12599999;-50.16;2.28;Standing
821307;4344891;-0.17715092;-0.8918633;0.59620446;12.3;-50.34;2.34;Standing
8308413;4630918;-0.07666359;-0.6197228;0.5870415;11.88;-50.34;2.52;Standing
87034025;49578066;0.00580322;-0.33658674;0.5934556;11.4;-50399998;2.7;Standing
9316318;53800373;0.031154128;-0.040317107;0.6261369;10.5;-50579998;2.34;Standing
9261836;55162406;-0.04184427;0.44837508;0.6200282;10.08;-50.7;2.28;Standing
8635301;5802268;-0.11636983;0.78984874;0.6053675;9.3;-50.7;1.92;Standing
85944395;547538;-0.22327125;10580186;0.59773165;85199995;-50.82;1.86;Standing
8798744;5053149;-0.35216382;12366967;0.57604593;7.56;-51239998;1.68;Standing
8866846;4862464;-0.47158796;1287093;0.5332854;6.54;-51.42;14399999;Standing
8676162;46036777;-0.5342017;12773192;0.49235737;58199997;-51719997;1.38;Standing
84854765;44810944;-0.5354234;12330315;0.48716503;5.04;-51.96;1.14;Standing
79270425;4372132;-0.50732356;1210735;0.47708577;4.38;-51.96;0.96;Standing
75320525;43176503;-0.4456262;12137892;0.45173484;4.08;-52.02;0.84;Standing
67284517;42223077;-0.33536503;1273654;0.41538838;34199998;-52199997;0.35999998;Standing
6510526;40861044;-0.27122417;13405437;0.42088616;29399998;-52.32;-0.17999999;Standing
6891896;37864566;-0.22510384;14074335;0.4908302;2.28;-52.26;-0.71999997;Standing
7668256;33778462;-0.18784106;14895949;0.6215554;1.92;-52.26;-1.14;Standing
87034025;3255263;-0.14721853;15415184;0.745561;11999999;-52.26;-1.68;Standing
10678352;26968288;-0.071776666;14905112;0.8417723;0.53999996;-52.14;-2.22;Standing
10773695;24516625;0.008246681;14798211;0.93492925;0.24;-52079998;-2.22;Standing
9152874;23018389;0.10140363;15357152;0.9007208;-0.29999998;-52.14;-2.58;Standing
9479762;22745981;0.22815818;14972308;0.68691796;-0.96;-52.02;-2.82;Standing
10160779;19885708;0.42119157;14926492;0.6899723;-11999999;-52.02;-2.76;Standing
11250407;16616824;0.46089783;15183055;0.7174612;-1.68;-51.96;-2.76;Standing
11086963;13211738;0.50640726;15628988;0.7779369;-2.7;-52.02;-2.82;Standing
10501288;15527196;0.5021312;15134187;0.70249504;-3.24;-52.02;-2.76;Standing
9602345;2083913;0.50518554;1461495;0.56199604;-4.2;-51.84;-2.7;Standing
9479762;19068487;0.49021935;15170839;0.4382958;-4.56;-51.96;-2.52;Standing
9479762;15527196;0.41386122;17098118;0.38056904;-5.1;-51.96;-23999999;Standing
9261836;10079057;0.15302174;19501873;0.3930918;-58799996;-52.02;-21599998;Standing
9220976;0.8580819;-0.02687807;18762726;0.35308012;-62999997;-52.14;-2.04;Standing
8526338;3636633;-0.4288274;-0.9379836;-10662653;15.12;-35.7;-26519999;Upstairs
10283362;43176503;-0.36682457;-10225884;-0.9786061;15059999;-35.46;-26.64;Upstairs
12367276;47943625;-0.046731193;-0.9575313;-0.63041294;15179999;-35.1;-26699999;Upstairs
1096438;61291566;0.11942416;-0.5925393;-0.24923302;15.42;-34.68;-26939999;Upstairs
9997335;68374147;0.29046643;-0.20738874;0.20861048;15.42;-34.38;-26939999;Upstairs
102152605;5911231;0.5222898;0.001221731;0.74281216;15.36;-34.02;-27599998;Upstairs
103242235;547538;0.5983425;0.015882496;16349808;15.42;-33899998;-28019999;Upstairs
10869038;48352237;0.52595496;-0.17501289;21077905;15.36;-33719997;-28199999;Upstairs
11699879;4971427;0.5170974;-0.19272798;2271808;15299999;-33719997;-28.32;Upstairs
11713499;47943625;0.5879578;0.11362094;25143213;15059999;-33.84;-28.38;Upstairs
11727119;4344891;0.7779369;0.7703011;293704;14639999;-34.02;-28.32;Upstairs
11849703;3255263;0.7993172;10806206;31713068;13559999;-34.68;-28.26;Upstairs
11645397;26423476;0.7357872;12727377;33066137;12.84;-35.16;-28.26;Upstairs
11413852;2192876;0.70157874;14343116;32904255;11219999;-36239998;-28.14;Upstairs
11645397;19885708;0.68416905;1563815;316642;10.32;-36.66;-27779999;Upstairs
11890564;0.9125633;0.70280045;1711339;29681942;8.4;-37.68;-27539999;Upstairs
11155065;0.43585113;0.732122;18438967;25176811;7.5;-38.28;-27.18;Upstairs
9738548;0.7218784;0.65026605;16759088;2046704;6.48;-38.76;-26.88;Upstairs
6864655;16889231;0.43890667;12412782;13860532;5.4;-39239998;-26.64;Upstairs
60610547;19340894;0.2864958;0.82802784;0.6985244;43199997;-39.54;-26.4;Upstairs
5448139;1920469;0.25411993;0.5555819;0.018936822;2.34;-40.2;-26099998;Upstairs
5448139;1607201;0.12095132;0.44226643;-0.3145956;1.62;-40.62;-25.92;Upstairs
4767122;17297841;0.08827003;0.2751948;-0.6389651;0.96;-40.92;-25.74;Upstairs
4767122;17297841;0.28527406;-0.01160644;-19208658;0.96;-40.92;-25.74;Upstairs
7246025;0.6537767;0.30115658;-0.44898596;-29022207;0.59999996;-41.1;-25439999;Upstairs
7246025;0.6537767;-0.04062254;-0.79045963;-2905886;0.59999996;-41.1;-25439999;Upstairs
1056939;23018389;-0.6026186;-16105462;-25735753;0.65999997;-41.7;-24.84;Upstairs
11536434;3881799;-0.6786713;-24199426;-20922134;0.78;-41.82;-24.6;Upstairs
1293933;36230125;-0.50885075;-2835331;-19963076;0.96;-41.76;-24.48;Upstairs
18251266;20294318;-0.30543262;-1997224;-24608707;1.5;-41.94;-24.48;Upstairs
19109348;0.87170225;-0.6221663;-0.9285152;-29666672;19799999;-42;-24359999;Upstairs
17965239;26968288;-0.8885035;-0.67347896;-2903137;2.52;-41.82;-24.42;Upstairs
14015338;50259085;-0.7641924;-10442741;-2656042;4.2;-41.28;-24539999;Upstairs
13416042;547538;-0.7101309;-11432343;-26984973;5.22;-41.16;-24.72;Upstairs
12857608;667397;-0.60903263;-1196685;-23719897;6.18;-40.98;-24.84;Upstairs
8894087;76273947;-0.55863625;-0.7651087;-16841555;8099999;-40079998;-25.32;Upstairs
68374147;6782933;-0.68936145;-0.929126;-11588113;9059999;-39.54;-25.56;Upstairs
65241466;57205462;-0.8772025;-16401732;-0.52931476;9.78;-39;-25859999;Upstairs
70689607;34323275;-0.6918049;-14880677;-0.18295415;10.5;-37559998;-26.88;Upstairs
7096201;28875136;-0.43279803;-10106765;-0.16371189;10.92;-36.84;-27.24;Upstairs
667397;21656353;-0.18997909;-0.61422503;-0.2864958;11.34;-36.36;-27.66;Upstairs
5992953;10623871;0.048258353;-0.38637227;-0.32589662;11.94;-35219997;-28.68;Upstairs
5679685;11713499;0.18081611;-0.050701816;-0.39706242;12179999;-34.68;-29039999;Upstairs
5611583;17434045;0.1459968;-0.042455133;-0.48502702;12.3;-33.78;-29.58;Upstairs
55434813;18387469;0.04520403;0.027183503;-0.47311515;12.24;-33.54;-30.06;Upstairs
48216033;19885708;-0.024129177;0.009773844;-0.42271876;12179999;-33.18;-30.06;Upstairs
44810944;17297841;-0.22082779;-0.21288654;-0.47800204;12.12;-32.94;-30359999;Upstairs
4072484;0.51757324;-0.30207285;-0.3210097;-0.48380527;12059999;-32579998;-30.72;Upstairs
42086873;14165162;-0.48930305;-0.5558874;-0.37934732;11.88;-32.34;-30.9;Upstairs
48352237;29283748;-0.7458665;-1212873;-0.14660765;11.88;-32.28;-31.14;Upstairs
7995144;4426613;-0.77732605;-14214834;-0.003970624;11.94;-32.34;-31.26;Upstairs
90983925;4971427;-0.7150178;-17348573;0.6032294;11.7;-32.28;-31.32;Upstairs
10446807;65241466;-0.48441613;-21630738;0.9092729;11.34;-31.92;-31619999;Upstairs
10051817;74503303;-0.3885103;-21939225;0.9850202;11.16;-31.74;-31.56;Upstairs
9656827;8430995;-0.24495697;-19856175;10433578;10.62;-31.56;-31679998;Upstairs
9684067;85944395;-0.18875736;-16823229;12360858;100199995;-31439999;-31.92;Upstairs
9833891;77772183;-0.18784106;-1890017;14795157;8639999;-31.26;-32.28;Upstairs
10119919;73549876;-0.24251351;-2207667;16520851;77999997;-31019999;-32.34;Upstairs
1096438;77363577;-0.17806722;-21551325;17140878;68999996;-30.84;-32.64;Upstairs
11481953;821307;0.07971791;-16951511;18274034;4.62;-30.48;-33;Upstairs
10841797;72187843;0.4166101;-10070114;23506095;3.3;-30.24;-33.18;Upstairs
10038197;67556925;0.5531385;-0.8359691;25396724;1.92;-30119999;-33239998;Upstairs
8471856;63879433;0.56230146;-0.47769663;27601945;0.29999998;-29.82;-33239998;Upstairs
8008764;58976107;0.4831944;-0.03268129;2837469;-2.82;-29699999;-33.36;Upstairs
8185829;5448139;0.45753807;0.10842858;28399124;-2.82;-29699999;-33.36;Upstairs
8185829;5448139;0.35094208;0.4822781;26945267;-4.2;-29519999;-33.18;Upstairs
8131348;4263169;0.25503623;0.64660084;2535396;-5.64;-29.58;-33239998;Upstairs
7709117;37047346;0.21655174;0.79901177;23823745;-7.02;-29.46;-33.42;Upstairs
69599977;30100968;0.20708331;0.93187493;21902573;-8.28;-29.34;-33.42;Upstairs
58976107;24516625;0.07513642;0.9621128;1883603;-10.32;-28.74;-33.36;Upstairs
47535014;23971813;-0.058948494;0.79198676;16526959;-12;-28.32;-33.54;Upstairs
3840938;27513103;-0.23426682;0.5039638;14798211;-13.38;-27.9;-33.54;Upstairs
33914666;3050958;-0.45540005;0.19608775;13570372;-14.28;-27539999;-33.54;Upstairs
3568531;3214402;-0.70616025;-0.04917465;13225232;-14.82;-27;-33719997;Upstairs
36911142;35140498;-11136073;-0.35796702;13655893;-15.12;-26699999;-33899998;Upstairs
28466527;37319753;-12174544;-0.35735616;12302825;-15599999;-25859999;-34.26;Upstairs
36230125;36502533;-10002918;0.14202617;0.86620694;-16.08;-25.32;-34.44;Upstairs
53527966;42495484;-0.9492846;0.48197266;0.54153204;-16.44;-24.6;-34.86;Upstairs
5992953;469902;-0.9129381;0.5296202;0.25381452;-16859999;-24.48;-35.04;Upstairs
6374323;61700177;-0.79229224;0.600786;-0.13194689;-17.46;-23.82;-35399998;Upstairs
667397;64424243;-0.85062987;0.34238997;-0.782213;-17.76;-23.1;-35.94;Upstairs
7709117;60610547;-0.8561276;-0.089491755;-15305228;-18.06;-22.68;-36.36;Upstairs
7518432;60201936;-0.95814216;-0.7473936;-1704925;-18.18;-22199999;-36899998;Upstairs
6891896;6347082;-11071932;-14114041;-15928311;-18.3;-22.02;-37.02;Upstairs
73413672;6183638;-11472049;-16569719;-15906931;-18.42;-21.6;-37.26;Upstairs
69191365;392266;-11893547;-13567317;-16844609;-18.42;-21.24;-37.32;Upstairs
5039529;16889231;-10885619;-0.98807454;-14761559;-18.72;-21.3;-37.32;Upstairs
33778462;2901134;-0.6759224;-15008959;-0.8949176;-19.08;-21.18;-37.14;Upstairs
18659877;5679685;0.035430185;-2271808;-0.28863382;-19.8;-21.18;-36.66;Upstairs
15118586;65513873;-0.3210097;-1110553;-0.15851954;-20.22;-21.24;-36.3;Upstairs
0.51757324;64560447;-0.41355577;-0.24129178;-0.18875736;-21359999;-21.3;-35.52;Upstairs
22609777;44538536;-0.14508049;0.9419542;-0.35521814;-22619999;-21.48;-34.62;Upstairs
4344891;6769313;0.099265605;25525005;-0.37812558;-23.22;-21.84;-33.84;Upstairs
43176503;77363577;0.30695978;14062119;-0.48991394;-23519999;-22.02;-33.6;Upstairs
469902;6891896;0.6450737;-14743233;-0.68111473;-24.06;-22.38;-33.12;Upstairs
50803895;7164303;0.22174409;-32323935;-0.71685034;-24.24;-22.32;-32.76;Upstairs
4930566;72187843;-0.23854288;-38609738;-0.4908302;-24.96;-23039999;-31619999;Upstairs
39499009;71234417;-0.528093;-31963525;-0.36896262;-25.56;-23279999;-31.14;Upstairs
23290794;58839903;-0.72021013;-0.19425514;-0.5900958;-25.98;-23.64;-30.06;Upstairs
2383561;44947147;-0.8219192;11023064;-0.81489426;-26099998;-24119999;-29279999;Upstairs
3336985;35412905;-0.86009824;14117095;-0.926988;-26.16;-24359999;-28.5;Upstairs
37047346;33778462;-0.84665924;0.8854492;-0.93584555;-26.16;-24539999;-28.08;Upstairs
42223077;30100968;-0.8023715;-0.17806722;-10296134;-26519999;-24.84;-27.3;Upstairs
3990762;35004294;-0.818254;-11016954;-120371;-26.76;-25.14;-26.4;Upstairs
40861044;40861044;-0.8081747;-15375478;-14205672;-26.88;-25.32;-25.98;Upstairs
4930566;60201936;-0.7657196;-16307048;-16728544;-27.18;-25.56;-25.38;Upstairs
5611583;6605869;-0.65087694;-1427592;-19847012;-27.06;-25.68;-25.14;Upstairs
75865335;73005066;-0.31887165;-0.8335256;-23341162;-26.58;-26.22;-24779999;Upstairs
900305;64424243;-0.25595254;-0.46883908;-25076017;-26.16;-27;-24.3;Upstairs
9507003;6115536;-0.32620203;-0.44104472;-268628;-25.92;-27.42;-24;Upstairs
10896278;64560447;-0.42394048;-0.66431594;-29684997;-25.56;-28199999;-23.82;Upstairs
12108489;68782754;-0.3549127;-0.8390234;-31236594;-25.26;-28619999;-23.64;Upstairs
11386611;6851035;-0.16065755;-0.49510628;-2824641;-24.48;-29699999;-22859999;Upstairs
71506824;666035;-0.21991149;-0.17195857;-2189341;-23519999;-30.66;-22.26;Upstairs
57205462;67148314;-0.4092797;-0.18112154;-18017471;-22.38;-31619999;-21.84;Upstairs
626536;61291566;-0.5002986;-0.16187929;-18942931;-21.66;-32.04;-21.66;Upstairs
78180795;48352237;-0.5571091;0.30634892;-19049833;-20.34;-33;-21.6;Upstairs
8144968;44129925;-0.65484756;0.34422258;-18658879;-19.26;-33.66;-21.48;Upstairs
78589406;4576437;-0.6728681;0.06414085;-1817935;-18.6;-33.96;-21.66;Upstairs
8008764;43585114;-0.6209445;-0.11178834;-18869628;-17279999;-34.5;-21.66;Upstairs
78589406;44129925;-0.70432764;0.04642576;-19327776;-16.5;-34.68;-21.84;Upstairs
6578628;4767122;-0.79076505;0.33505958;-19230038;-15;-34.86;-22.14;Upstairs
